Datetime,Open,High,Low,Close,Volume
2024-04-24 13:30:00+00:00,172.6699981689453,175.44000244140625,172.35499572753906,174.22000122070312,802757.0
2024-04-24 14:30:00+00:00,174.2100067138672,174.2899932861328,173.2100067138672,174.0,290846.0
2024-04-24 15:30:00+00:00,174.02499389648438,175.0800018310547,173.86000061035156,174.41000366210938,193952.0
2024-04-24 16:30:00+00:00,174.3699951171875,174.875,174.25320434570312,174.80999755859375,111018.0
2024-04-24 17:30:00+00:00,174.8300018310547,174.98770141601562,174.42999267578125,174.6699981689453,121708.0
2024-04-24 18:30:00+00:00,174.66000366210938,174.7100067138672,173.97999572753906,174.5,225284.0
2024-04-24 19:30:00+00:00,174.49000549316406,174.66000366210938,173.17999267578125,173.32000732421875,818063.0
2024-04-25 13:30:00+00:00,171.75,172.75,171.27999877929688,172.47000122070312,297883.0
2024-04-25 14:30:00+00:00,172.5399932861328,173.13999938964844,172.3699951171875,172.6699981689453,237741.0
2024-04-25 15:30:00+00:00,172.72000122070312,173.1199951171875,172.4499969482422,172.8800048828125,185171.0
2024-04-25 16:30:00+00:00,172.80999755859375,173.0500030517578,172.5800018310547,172.7899932861328,121842.0
2024-04-25 17:30:00+00:00,172.82000732421875,173.22000122070312,172.5500030517578,172.5500030517578,151633.0
2024-04-25 18:30:00+00:00,172.5399932861328,173.13499450683594,172.5399932861328,173.1199951171875,145064.0
2024-04-25 19:30:00+00:00,173.08999633789062,173.1199951171875,172.7100067138672,172.9499969482422,197331.0
2024-04-26 13:30:00+00:00,172.72000122070312,174.94000244140625,171.77000427246094,174.0800018310547,284956.0
2024-04-26 14:30:00+00:00,174.0749969482422,174.35499572753906,172.80999755859375,172.97000122070312,146988.0
2024-04-26 15:30:00+00:00,172.94500732421875,173.0,172.44500732421875,172.81500244140625,114994.0
2024-04-26 16:30:00+00:00,172.8300018310547,173.00990295410156,172.32000732421875,172.3800048828125,125126.0
2024-04-26 17:30:00+00:00,172.36790466308594,172.97999572753906,172.25,172.52000427246094,145300.0
2024-04-26 18:30:00+00:00,172.60000610351562,172.64500427246094,171.99000549316406,172.25999450683594,190148.0
2024-04-26 19:30:00+00:00,172.22999572753906,172.23500061035156,171.3300018310547,171.58999633789062,322363.0
2024-04-29 13:30:00+00:00,173.25999450683594,175.55999755859375,173.25999450683594,174.02999877929688,291872.0
2024-04-29 14:30:00+00:00,174.02999877929688,174.375,173.75999450683594,173.9539031982422,271980.0
2024-04-29 15:30:00+00:00,173.83999633789062,174.5312042236328,173.61000061035156,174.1699981689453,184049.0
2024-04-29 16:30:00+00:00,174.1699981689453,174.3699951171875,173.7899932861328,174.02000427246094,229272.0
2024-04-29 17:30:00+00:00,174.02000427246094,174.14500427246094,173.86000061035156,174.07000732421875,186266.0
2024-04-29 18:30:00+00:00,174.05999755859375,174.16000366210938,173.60000610351562,173.97000122070312,237147.0
2024-04-29 19:30:00+00:00,173.99000549316406,175.08999633789062,173.91000366210938,175.07000732421875,413859.0
2024-04-30 13:30:00+00:00,175.52999877929688,176.9199981689453,172.36000061035156,174.56500244140625,568859.0
2024-04-30 14:30:00+00:00,174.69000244140625,174.75,172.50999450683594,173.0800018310547,719905.0
2024-04-30 15:30:00+00:00,173.08999633789062,173.58999633789062,172.2613067626953,173.5749969482422,295413.0
2024-04-30 16:30:00+00:00,173.5749969482422,173.64999389648438,171.89999389648438,172.47000122070312,329040.0
2024-04-30 17:30:00+00:00,172.44000244140625,173.13999938964844,172.1699981689453,172.2100067138672,255298.0
2024-04-30 18:30:00+00:00,172.2100067138672,172.5,171.3925018310547,171.3925018310547,272777.0
2024-04-30 19:30:00+00:00,171.39500427246094,171.83999633789062,170.4600067138672,171.47000122070312,501247.0
2024-05-01 13:30:00+00:00,173.27999877929688,173.94000244140625,171.55999755859375,171.89500427246094,295714.0
2024-05-01 14:30:00+00:00,171.8300018310547,175.66000366210938,171.4949951171875,174.9199981689453,417125.0
2024-05-01 15:30:00+00:00,174.8000030517578,174.97999572753906,173.3699951171875,174.02999877929688,317702.0
2024-05-01 16:30:00+00:00,173.97500610351562,174.47000122070312,173.51499938964844,173.9199981689453,213065.0
2024-05-01 17:30:00+00:00,173.9199981689453,174.25,173.5800018310547,173.98500061035156,252630.0
2024-05-01 18:30:00+00:00,174.02000427246094,178.80999755859375,173.4499969482422,178.0449981689453,676624.0
2024-05-01 19:30:00+00:00,178.0500030517578,178.27999877929688,176.47999572753906,176.69000244140625,744489.0
2024-05-02 13:30:00+00:00,178.00999450683594,178.61000061035156,175.36500549316406,176.42999267578125,421757.0
2024-05-02 14:30:00+00:00,176.4250030517578,177.3699951171875,175.47999572753906,177.1157989501953,284362.0
2024-05-02 15:30:00+00:00,177.10000610351562,178.5800018310547,176.83999633789062,178.24000549316406,308051.0
2024-05-02 16:30:00+00:00,178.1999969482422,178.97999572753906,177.8699951171875,178.5500030517578,373423.0
2024-05-02 17:30:00+00:00,178.61000061035156,179.47999572753906,178.30999755859375,178.94000244140625,330881.0
2024-05-02 18:30:00+00:00,178.9149932861328,179.61000061035156,178.85000610351562,178.9864959716797,354441.0
2024-05-02 19:30:00+00:00,178.97999572753906,179.6999969482422,178.72000122070312,179.63999938964844,569017.0
2024-05-03 13:30:00+00:00,183.5,184.88999938964844,182.6100006103516,183.0800018310547,757933.0
2024-05-03 14:30:00+00:00,183.125,183.4376983642578,181.2899932861328,181.80499267578125,466922.0
2024-05-03 15:30:00+00:00,181.8099975585937,182.3500061035156,181.1699981689453,182.19000244140625,340089.0
2024-05-03 16:30:00+00:00,182.2100067138672,182.7899932861328,181.6201019287109,181.8500061035156,305248.0
2024-05-03 17:30:00+00:00,181.7250061035156,182.5500030517578,181.6300048828125,182.2700042724609,177474.0
2024-05-03 18:30:00+00:00,182.2465057373047,182.63999938964844,181.82000732421875,181.9149932861328,279410.0
2024-05-03 19:30:00+00:00,181.8999938964844,182.0399932861328,181.3500061035156,181.72999572753903,375709.0
2024-05-06 13:30:00+00:00,182.27999877929688,182.6999969482422,179.75,179.99000549316406,222479.0
