,Open,High,Low,Close,Volume
2024-04-24 13:30:00+00:00,136.7100067138672,138.1300048828125,136.47999572753906,137.65499877929688,506044
2024-04-24 14:30:00+00:00,137.6107940673828,137.8000030517578,136.81500244140625,137.18499755859375,362103
2024-04-24 15:30:00+00:00,137.0800018310547,137.3699951171875,136.25,136.77999877929688,327035
2024-04-24 16:30:00+00:00,136.75999450683594,137.5,136.34010314941406,137.47999572753906,220799
2024-04-24 17:30:00+00:00,137.50999450683594,137.99000549316406,137.02000427246094,137.1199951171875,224391
2024-04-24 18:30:00+00:00,137.11000061035156,137.25,136.40499877929688,136.9600067138672,348252
2024-04-24 19:30:00+00:00,136.9600067138672,137.27999877929688,136.61000061035156,136.66000366210938,728108
2024-04-25 13:30:00+00:00,139.25,140.94000244140625,136.6699981689453,140.19500732421875,1365643
2024-04-25 14:30:00+00:00,140.25,140.25,138.0749969482422,139.52999877929688,636874
2024-04-25 15:30:00+00:00,139.55999755859375,139.91000366210938,138.5399932861328,139.16000366210938,506097
2024-04-25 16:30:00+00:00,139.17999267578125,140.0,136.6300048828125,137.69000244140625,613382
2024-04-25 17:30:00+00:00,137.68499755859375,137.99000549316406,136.9600067138672,136.9600067138672,549748
2024-04-25 18:30:00+00:00,136.9600067138672,138.1074981689453,136.91009521484375,137.7899932861328,609045
2024-04-25 19:30:00+00:00,137.80499267578125,138.8800048828125,137.2899932861328,137.52000427246094,1061305
2024-04-26 13:30:00+00:00,139.25999450683594,140.3699951171875,138.25,139.0850067138672,839045
2024-04-26 14:30:00+00:00,139.0800018310547,139.94000244140625,138.41000366210938,138.97500610351562,338191
2024-04-26 15:30:00+00:00,138.97000122070312,139.85000610351562,138.97000122070312,139.64999389648438,182668
2024-04-26 16:30:00+00:00,139.66000366210938,140.10000610351562,139.5399932861328,140.0,234974
2024-04-26 17:30:00+00:00,140.0,140.1248016357422,139.44500732421875,139.96499633789062,181045
2024-04-26 18:30:00+00:00,139.9199981689453,140.3300018310547,139.82000732421875,140.02000427246094,233167
2024-04-26 19:30:00+00:00,140.0399932861328,140.77000427246094,139.96499633789062,140.55999755859375,389638
2024-04-29 13:30:00+00:00,141.0,143.3800048828125,139.07000732421875,141.83749389648438,617106
2024-04-29 14:30:00+00:00,141.80499267578125,142.0500030517578,141.27999877929688,141.92999267578125,330129
2024-04-29 15:30:00+00:00,141.9199981689453,141.97999572753906,141.2100067138672,141.4550018310547,182616
2024-04-29 16:30:00+00:00,141.47999572753906,142.5850067138672,141.38999938964844,142.5,219596
2024-04-29 17:30:00+00:00,142.4499969482422,143.36900329589844,142.24000549316406,143.2050018310547,276191
2024-04-29 18:30:00+00:00,143.16000366210938,143.24000549316406,141.76499938964844,142.4949951171875,282853
2024-04-29 19:30:00+00:00,142.47999572753906,143.61669921875,142.39999389648438,143.38999938964844,472339
2024-04-30 13:30:00+00:00,142.33999633789062,142.33999633789062,140.1300048828125,141.5850067138672,409688
2024-04-30 14:30:00+00:00,141.55999755859375,142.02000427246094,141.1300048828125,141.80999755859375,164674
2024-04-30 15:30:00+00:00,141.73500061035156,141.9600067138672,140.9199981689453,141.79600524902344,430445
2024-04-30 16:30:00+00:00,141.8000030517578,141.82000732421875,140.59109497070312,140.7899932861328,220868
