Datetime,Open,High,Low,Close,Volume
2024-04-24 13:30:00+00:00,312.510009765625,315.3500061035156,312.510009765625,315.2699890136719,0.0
2024-04-24 14:30:00+00:00,315.54998779296875,315.5599975585937,314.510009765625,315.5599975585937,18404.0
2024-04-24 15:30:00+00:00,315.2300109863281,317.1099853515625,315.2300109863281,317.0799865722656,19579.0
2024-04-24 16:30:00+00:00,317.0299987792969,317.0299987792969,315.1099853515625,315.32000732421875,26778.0
2024-04-24 17:30:00+00:00,315.6400146484375,316.489990234375,315.2900085449219,316.489990234375,26108.0
2024-04-24 18:30:00+00:00,316.8299865722656,316.8299865722656,315.9200134277344,316.6300048828125,21659.0
2024-04-24 19:30:00+00:00,316.42498779296875,316.989990234375,314.6400146484375,315.45001220703125,56801.0
2024-04-25 13:30:00+00:00,313.95001220703125,316.7900085449219,313.95001220703125,316.7900085449219,23808.0
2024-04-25 14:30:00+00:00,317.07501220703125,319.20001220703125,316.8900146484375,319.20001220703125,36179.0
2024-04-25 15:30:00+00:00,319.0799865722656,321.6449890136719,318.5,321.6449890136719,28914.0
2024-04-25 16:30:00+00:00,321.1117858886719,321.8099975585937,318.5950012207031,319.0899963378906,21605.0
2024-04-25 17:30:00+00:00,319.3500061035156,320.6517944335937,319.31500244140625,319.9599914550781,17928.0
2024-04-25 18:30:00+00:00,319.7250061035156,320.6300048828125,318.760009765625,319.1600036621094,35335.0
2024-04-25 19:30:00+00:00,319.4100036621094,319.4100036621094,317.57000732421875,317.7699890136719,56505.0
2024-04-26 13:30:00+00:00,317.739990234375,320.6600036621094,317.739990234375,320.1499938964844,14970.0
2024-04-26 14:30:00+00:00,320.44000244140625,321.7799987792969,319.6300048828125,321.55499267578125,33210.0
2024-04-26 15:30:00+00:00,321.7149963378906,322.6199951171875,321.2811889648437,322.07501220703125,34196.0
2024-04-26 16:30:00+00:00,322.2349853515625,322.2349853515625,320.489990234375,320.489990234375,16319.0
2024-04-26 17:30:00+00:00,320.2099914550781,321.1849975585937,320.2099914550781,320.54998779296875,17162.0
2024-04-26 18:30:00+00:00,320.4700012207031,321.0899963378906,319.7300109863281,319.9599914550781,27793.0
2024-04-26 19:30:00+00:00,319.67999267578125,320.239990234375,318.5899963378906,320.2300109863281,62037.0
2024-04-29 13:30:00+00:00,320.9800109863281,324.3900146484375,319.5899963378906,324.3900146484375,31376.0
2024-04-29 14:30:00+00:00,324.07000732421875,324.2300109863281,321.6600036621094,322.5400085449219,24195.0
2024-04-29 15:30:00+00:00,322.8800048828125,323.5299987792969,322.1650085449219,323.0599975585937,27835.0
2024-04-29 16:30:00+00:00,322.6199951171875,323.7950134277344,322.57000732421875,323.7699890136719,20111.0
2024-04-29 17:30:00+00:00,323.57000732421875,323.6600036621094,322.5249938964844,322.8902893066406,41123.0
2024-04-29 18:30:00+00:00,322.7550048828125,323.17999267578125,321.9049987792969,322.3399963378906,38879.0
2024-04-29 19:30:00+00:00,322.19000244140625,324.1549987792969,322.19000244140625,322.90008544921875,70839.0
2024-04-30 13:30:00+00:00,321.45001220703125,321.45001220703125,318.125,318.67999267578125,45783.0
2024-04-30 14:30:00+00:00,318.29998779296875,320.989990234375,318.29998779296875,319.8800048828125,28899.0
2024-04-30 15:30:00+00:00,319.8599853515625,320.19000244140625,318.760009765625,319.760009765625,36698.0
2024-04-30 16:30:00+00:00,319.010009765625,320.1700134277344,318.0249938964844,320.1700134277344,33055.0
2024-04-30 17:30:00+00:00,320.12750244140625,320.7149963378906,318.67999267578125,318.9100036621094,24764.0
2024-04-30 18:30:00+00:00,319.0050048828125,320.6600036621094,319.0050048828125,320.20001220703125,35830.0
2024-04-30 19:30:00+00:00,319.94500732421875,320.364990234375,318.8500061035156,319.0599975585937,88333.0
2024-05-01 13:30:00+00:00,318.54998779296875,320.0799865722656,318.45001220703125,319.82501220703125,32431.0
2024-05-01 14:30:00+00:00,319.8599853515625,320.79998779296875,318.92498779296875,320.79998779296875,24883.0
2024-05-01 15:30:00+00:00,320.9599914550781,320.9700012207031,318.8699951171875,319.8900146484375,24516.0
2024-05-01 16:30:00+00:00,320.17999267578125,320.2250061035156,318.885009765625,319.32000732421875,21784.0
2024-05-01 17:30:00+00:00,319.20001220703125,320.3599853515625,318.75,320.0199890136719,15853.0
2024-05-01 18:30:00+00:00,319.5400085449219,321.32501220703125,319.5,321.1549987792969,29125.0
2024-05-01 19:30:00+00:00,321.17999267578125,321.17999267578125,318.2099914550781,318.6600036621094,81296.0
2024-05-02 13:30:00+00:00,319.69000244140625,320.0,315.1466979980469,318.2799987792969,58866.0
2024-05-02 14:30:00+00:00,317.9849853515625,318.7799987792969,316.42999267578125,317.1300048828125,17191.0
2024-05-02 15:30:00+00:00,317.1499938964844,317.6300048828125,316.1600036621094,316.4800109863281,22149.0
2024-05-02 16:30:00+00:00,315.9200134277344,317.5400085449219,314.29998779296875,316.20001220703125,33028.0
2024-05-02 17:30:00+00:00,316.2300109863281,316.3999938964844,314.9649963378906,315.7650146484375,44339.0
2024-05-02 18:30:00+00:00,316.2900085449219,317.1099853515625,315.8299865722656,316.6400146484375,57494.0
2024-05-02 19:30:00+00:00,316.5799865722656,317.1300048828125,315.3900146484375,316.9200134277344,133561.0
2024-05-03 13:30:00+00:00,316.8800048828125,317.0249938964844,315.1000061035156,315.1000061035156,14010.0
2024-05-03 14:30:00+00:00,315.1700134277344,317.6300048828125,315.1700134277344,317.1449890136719,24548.0
2024-05-03 15:30:00+00:00,317.5299987792969,317.69500732421875,316.2799987792969,316.7699890136719,21045.0
2024-05-03 16:30:00+00:00,316.5199890136719,316.6600036621094,314.989990234375,315.5039978027344,21942.0
2024-05-03 17:30:00+00:00,315.2900085449219,315.9551086425781,314.2200012207031,315.5400085449219,24036.0
2024-05-03 18:30:00+00:00,315.1499938964844,315.3349914550781,314.364990234375,315.0799865722656,27644.0
2024-05-03 19:30:00+00:00,315.0,315.6400146484375,313.6700134277344,313.8299865722656,78702.0
2024-05-06 13:30:00+00:00,315.6300048828125,318.5599975585937,314.9190979003906,318.5599975585937,13395.0
2024-05-06 14:30:00+00:00,318.07000732421875,318.95001220703125,313.9200134277344,318.6300048828125,18869.0
2024-05-06 15:30:00+00:00,318.6099853515625,319.3900146484375,318.2300109863281,319.1400146484375,19716.0
2024-05-06 16:30:00+00:00,319.3099975585937,320.3800048828125,319.1199951171875,319.5599975585937,11677.0
