Date,Open,High,Low,Close,Volume
2016-06-13,25.29715262019065,25.445061481490033,25.09676016658163,25.13970184326172,9259621
2016-06-14,25.096765450147135,25.182648821588145,24.65303877283222,24.872516632080078,12791381
2016-06-15,24.867739213971728,24.991791751918065,24.672117727805563,24.74368667602539,10779158
2016-06-16,24.643491305708473,24.934536538051336,24.47649708742506,24.901138305664062,12134802
2016-06-17,24.910680708897633,25.25898047597817,24.848653676285032,25.254209518432617,14073307
2016-06-20,25.430746823579092,25.7361079869035,25.321008682250977,25.321008682250977,16012148
2016-06-21,25.402124652047128,25.54049009594632,25.306699364848328,25.416439056396484,10716019
2016-06-22,25.468918035266043,25.569114263001072,25.359178363639284,25.392578125,8330334
2016-06-23,25.64546031623611,25.7361146499678,25.526178700319132,25.612060546875,12763338
2016-06-24,24.76277074751965,25.0681319018663,24.51466719738407,24.60531997680664,25669243
2016-06-27,24.361987324304184,24.462183546906353,23.627215534612755,23.841920852661133,20553295
2016-06-28,24.073063210495597,24.116402305030018,22.994373368023147,23.355541229248047,23645097
2016-06-29,23.625227067680253,23.967132440263086,23.562625262053132,23.788957595825195,17696418
2016-06-30,23.808215812714277,24.077888774061414,23.68301067448583,23.938236236572266,18784728
2016-07-01,23.918968896951675,24.154931728228526,23.8130264642303,23.856367111206055,16289557
2016-07-05,23.726347900273108,23.813027656191593,23.456674977906957,23.48075294494629,13708578
2016-07-06,23.24478791042132,23.29775912443954,22.878804696773305,23.17255401611328,14851295
2016-07-07,23.196638873090443,23.418155906311444,23.018462497806023,23.21108627319336,9195306
2016-07-08,23.48557451301626,23.890083233598485,23.158116541470907,23.788957595825195,15849934
2016-07-11,23.841920637133544,24.193456461375217,23.81302584498658,24.00564956665039,9519734
2016-07-12,24.19827638811921,24.732805467433806,24.183830531646187,24.535367965698242,12014401
2016-07-13,24.650939171244723,24.699095107351827,24.506472905295336,24.6461238861084,7443699
2016-07-14,24.886902654131475,25.137314453649203,24.780960208963332,24.944690704345703,8244357
2016-07-15,24.99766088766369,25.108418613485327,24.891718446900057,25.069894790649414,6032137
2016-07-18,25.06508309736596,25.39735788526348,24.939877948352326,25.329940795898438,6592832
2016-07-19,25.13730593862547,25.34437393118928,25.089150017611956,25.214353561401367,5591339
2016-07-20,25.22399694470015,25.594795542909807,25.118052945696693,25.498483657836914,8314717
2016-07-21,25.517748872887587,25.522565701516424,25.180658784089022,25.28178596496582,8065687
2016-07-22,25.34919948612014,25.647765682265863,25.248072325643165,25.580347061157227,6485530
2016-07-25,25.50330131364263,25.67666241440989,25.397358847166046,25.652585983276367,7082329
2016-07-26,25.758520164745217,25.99448299530875,25.739257483661806,25.782596588134766,11272852
2016-07-27,25.744067100455982,25.946321351373527,25.57070609361645,25.825931549072266,7618507
2016-07-28,25.955961131665912,26.057088293019728,25.70555241331683,25.845203399658203,10991748
2016-07-29,25.9993017843524,26.09079837505232,25.806679574670646,25.845203399658203,16278642
2016-08-01,25.898174991295665,26.004117439483032,25.681474809525508,25.835573196411133,16995170
2016-08-02,25.835573382541273,25.835573382541273,25.37327821855384,25.585163116455078,6854625
2016-08-03,25.633311579577438,25.830749021233935,25.479213236524213,25.72962188720703,4718642
2016-08-04,25.686291935166224,25.835575047351526,25.589980050869627,25.758525848388672,4543666
2016-08-05,25.83075714111328,25.8981757657814,25.73926208874803,25.83075714111328,6550852
2016-08-08,25.744074303296074,25.936698040871583,25.739259018331058,25.811492919921875,8387260
2016-08-09,25.854829259814334,25.859644543976728,25.633312306999777,25.71036148071289,4762638
2016-08-10,25.79223285192519,25.80668025065645,25.657397147378845,25.739261627197266,5293611
2016-08-11,25.787418028886393,25.850019825643034,25.551453613734004,25.83075714111328,9907300
2016-08-12,25.75852387487513,25.801864527962437,25.113235533424998,25.19991683959961,12360490
2016-08-15,25.185468100752665,25.58034615815066,25.166205417919905,25.421432495117188,9823843
2016-08-16,25.421424638708057,25.556260292123035,25.209538277774303,25.214353561401367,6262863
2016-08-17,25.219179236657336,25.450326827344313,25.093975641277453,25.349201202392578,6459669
2016-08-18,25.276965247755786,25.633317947387695,25.276965247755786,25.633317947387695,10190419
2016-08-19,25.49847927984304,25.797045455357456,25.49847927984304,25.724811553955078,7435975
2016-08-22,25.671843401822482,25.80668065083172,25.53219240965754,25.76333999633789,5576058
2016-08-23,25.850018348502072,25.99930144592614,25.64294874316287,25.898174285888672,8316900
2016-08-24,25.88372568152761,25.912617390045234,25.748889996586378,25.816307067871094,8015982
2016-08-25,25.83557335399578,26.0619041079373,25.801864813650198,26.013748168945312,10170268
2016-08-26,26.07152797966399,26.187100955976053,25.715173856377966,25.825931549072266,8761560
2016-08-29,25.864465105094503,26.201555116067173,25.864465105094503,26.066720962524414,8538223
2016-08-30,26.03301581223973,26.244900737716897,25.965595637955587,25.999305725097656,10631889
2016-08-31,25.888545194702544,25.960777562538038,25.7248146897577,25.83075714111328,8746279
2016-09-01,25.878918493624543,26.03301690816276,25.729633822973557,25.90781021118164,6204594
2016-09-02,26.05708353374363,26.158210676626766,25.95595639086049,26.09079360961914,6473103
2016-09-06,26.095604168591205,26.17747015886001,25.86927195920097,25.955951690673828,6940266
2016-09-07,25.883719352298822,25.98484647686954,25.75369898390382,25.955951690673828,8940902
2016-09-08,25.96077703215946,26.158216074218657,25.748893676149127,26.143770217895508,16719441
2016-09-09,25.965586979661854,26.288232631091798,25.61886644834793,25.719993591308594,21124738
2016-09-12,25.52256008816687,25.575531310083228,25.151759992380427,25.479219436645508,12138160
2016-09-13,25.28177774987721,25.291408319260952,24.833928510841076,25.060260772705078,11352615
2016-09-14,25.08915950434109,25.305859688469283,24.944691686674282,25.223995208740234,10129295
2016-09-15,25.20472969325944,25.517741720670656,25.14212790472594,25.4503231048584,9166759
2016-09-16,25.3491962882386,25.45032189358629,25.19991320899827,25.387720108032227,12588026
2016-09-19,25.51774215522843,25.623684594471968,25.469587762967446,25.527374267578125,13548379
2016-09-20,25.70073243436153,25.734440967866078,25.310669716162803,25.31548500061035,8357201
2016-09-21,25.315489648223803,25.50811340046275,25.185469232411307,25.397354125976562,12022797
2016-09-22,25.54181647310046,25.62368093333068,25.305853661011604,25.3106689453125,6956554
2016-09-23,25.21435501882947,25.402163430112076,25.08433464152618,25.15656852722168,10131142
2016-09-26,25.142134459125298,25.17102617609864,25.050637852554047,25.103609085083008,8465176
2016-09-27,25.113230714839663,25.33474768077225,25.050628932278116,25.31548500061035,6720790
2016-09-28,25.46609033519352,25.495237086708144,25.09687480953421,25.422367095947266,9942564
2016-09-29,25.42236496237714,25.563248696143305,25.09201491176959,25.13088035583496,8528483
2016-09-30,25.281486119260908,25.39808092520102,25.16003352057067,25.179466247558594,11166221
2016-10-03,25.427227611863717,25.699281104337167,25.330065539124103,25.466093063354492,11782499
2016-10-04,25.490376972340126,25.626404469604427,25.135737966723898,25.194034576416016,11559833
2016-10-05,25.27661770375418,25.747852966235893,25.252327194224467,25.602109909057617,10689487
2016-10-06,25.577826312832208,26.044202354673036,25.446658148313677,26.034486770629883,13636539
2016-10-07,26.034484288519764,26.102496482311984,25.645837624039054,25.742998123168945,11435737
2016-10-10,26.00533317242107,26.18508234331958,25.92760539926239,26.010190963745117,8757866
2016-10-11,25.961616757397728,26.005338444164277,25.708995997466907,26.00048065185547,8335371
2016-10-12,25.99561757200355,26.08306403972449,25.69441739426189,25.84987449645996,5132069
2016-10-13,25.553535010815224,25.777005884832242,25.349495304286886,25.70413589477539,7592647
2016-10-14,25.757575105017573,26.117073492789014,25.757575105017573,25.932466506958008,7814810
2016-10-17,25.859591564154794,26.112212272009284,25.64097850742604,25.74785614013672,8009097
2016-10-18,26.0150550886681,26.185087152157585,25.927610160815274,26.08306884765625,7156886
2016-10-19,26.175372293128838,26.31625760722569,26.039346327370083,26.199661254882812,10793263
2016-10-20,26.09764549135553,26.219098091900182,25.99562561809551,26.146224975585938,6286373
2016-10-21,25.99076102690977,26.33082666349693,25.908173902536568,26.282245635986328,11036248
2016-10-24,26.393985634480522,26.413419916033302,26.228811357142366,26.350265502929688,8965923
2016-10-25,26.364838368404563,26.379411745305323,26.11221760891853,26.287107467651367,12604483
2016-10-26,26.160794387296082,26.238522163427692,25.99076079254223,26.1170711517334,10901070
2016-10-27,26.345398670357795,26.811774643061806,26.19965559539268,26.505718231201172,18671884
2016-10-28,26.4862933054567,26.690333060052772,26.165660294512882,26.194807052612305,13663406
