Date,Open,High,Low,Close,Volume
2016-06-13,46.38248551278689,46.92189442997759,46.15403606606981,46.401527404785156,2545900
2016-06-14,46.32537691464883,46.64902131448653,45.310027156066326,45.67809295654297,2141100
2016-06-15,45.95096357827795,46.452288683681424,45.4940550270337,45.54481887817383,2981000
2016-06-16,44.961002660274644,45.54482822149193,44.446982855460504,45.52579116821289,3689800
2016-06-17,45.538472314691795,45.98903352830958,45.360786747808,45.81134796142578,3344200
2016-06-20,46.72515794596535,47.35340953853643,46.426902810739655,46.4586296081543,2812700
2016-06-21,46.8520971709508,46.97901409118031,46.31269299762013,46.782291412353516,2209800
2016-06-22,46.92824283368635,47.531110275907515,46.87747897329807,46.97901153564453,2180900
2016-06-23,47.83570714530481,48.844714400680864,47.78494329092215,48.8320198059082,2905600
2016-06-24,45.5511706961704,46.211149242185975,44.83408099636546,44.99907684326172,6561600
2016-06-27,43.97103132438179,44.12333257198114,42.2068602781838,42.473388671875,4343600
2016-06-28,43.799692430717,43.83142407942912,42.70819440193973,43.596622467041016,3152900
2016-06-29,43.894876098207085,44.516780494147056,43.28566629651826,44.510433197021484,4230100
2016-06-30,44.68813177301087,45.27195739746094,44.224880621147214,45.27195739746094,2758900
2016-07-01,44.49140201133354,45.595594619832845,44.49140201133354,45.056190490722656,2097900
2016-07-05,44.23756650113657,44.48505788202253,43.19048497500435,43.62200927734375,2633500
2016-07-06,43.234905302892166,43.901231214247154,42.84145995927721,43.87584686279297,2368300
2016-07-07,43.89489253041229,44.71986716908066,43.507789567514,43.81239700317383,2405900
2016-07-08,44.58024068703888,45.26560355637497,44.42159214366863,45.04983901977539,2057600
2016-07-11,45.53849413316028,45.86213378151763,45.310039768689855,45.570220947265625,2054800
2016-07-12,46.32537603759613,46.90285907653868,46.24922299155562,46.63632583618164,2639200
2016-07-13,46.50942565495767,46.8203755653328,45.85579417655696,46.388851165771484,1678000
2016-07-14,47.531109632680696,47.911865209074605,47.315345073063256,47.60725784301758,2698000
2016-07-15,47.95627656990972,48.045119357744994,47.410525249453705,47.664363861083984,2104900
2016-07-18,47.51842738699304,48.14033203527791,47.30266761286776,47.848419189453125,2086300
