[2026-06-11T20:42:25.971+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-06-11T20:42:25.996+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: sp500_master_ingestion_pipeline.extract_hourly_data scheduled__2026-06-10T20:30:00+00:00 [queued]>
[2026-06-11T20:42:26.002+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: sp500_master_ingestion_pipeline.extract_hourly_data scheduled__2026-06-10T20:30:00+00:00 [queued]>
[2026-06-11T20:42:26.003+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 3
[2026-06-11T20:42:26.015+0000] {taskinstance.py:2330} INFO - Executing <Task(PythonOperator): extract_hourly_data> on 2026-06-10 20:30:00+00:00
[2026-06-11T20:42:26.022+0000] {standard_task_runner.py:90} INFO - Running: ['***', 'tasks', 'run', 'sp500_master_ingestion_pipeline', 'extract_hourly_data', 'scheduled__2026-06-10T20:30:00+00:00', '--job-id', '9', '--raw', '--subdir', 'DAGS_FOLDER/sp500_master_ingestion_dag.py', '--cfg-path', '/tmp/tmpj804nzs1']
[2026-06-11T20:42:26.025+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:61 DeprecationWarning: This process (pid=1220) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-06-11T20:42:26.026+0000] {standard_task_runner.py:91} INFO - Job 9: Subtask extract_hourly_data
[2026-06-11T20:42:26.027+0000] {standard_task_runner.py:63} INFO - Started process 1222 to run task
[2026-06-11T20:42:26.079+0000] {task_command.py:426} INFO - Running <TaskInstance: sp500_master_ingestion_pipeline.extract_hourly_data scheduled__2026-06-10T20:30:00+00:00 [running]> on host a5731acd5881
[2026-06-11T20:42:26.143+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='data_engineering_team' AIRFLOW_CTX_DAG_ID='sp500_master_ingestion_pipeline' AIRFLOW_CTX_TASK_ID='extract_hourly_data' AIRFLOW_CTX_EXECUTION_DATE='2026-06-10T20:30:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-06-10T20:30:00+00:00'
[2026-06-11T20:42:26.145+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-06-11T20:42:26.155+0000] {minio_fetching_data_hourly.py:51} INFO - Fetching S&P 500 tickers from Wikipedia ...
[2026-06-11T20:42:26.540+0000] {minio_fetching_data_hourly.py:60} INFO - Found 503 tickers.
[2026-06-11T20:42:26.582+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for MMM: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.604+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AOS: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.627+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ABT: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.653+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ABBV: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.676+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ACN: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.700+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ADBE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.724+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMD: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.749+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AES: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.778+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AFL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.801+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for A: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.824+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for APD: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.846+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ABNB: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.869+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AKAM: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.891+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALB: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.913+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ARE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.937+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALGN: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.960+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALLE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:26.982+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for LNT: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.004+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ALL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.027+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for GOOGL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.049+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for GOOG: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.071+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for MO: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.093+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMZN: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.114+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMCR: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.137+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AEE: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.159+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AEP: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.183+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AXP: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.207+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AIG: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.230+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMT: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.252+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AWK: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.274+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMP: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.295+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AME: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.318+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMGN: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.340+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for APH: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.361+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ADI: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.387+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AON: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.412+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for APA: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.436+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for APO: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3697
[2026-06-11T20:42:27.459+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AAPL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.483+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AMAT: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.505+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for APP: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.528+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for APTV: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.550+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ACGL: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.738+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ADM: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.762+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ARES: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.792+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ANET: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.819+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AJG: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.847+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AIZ: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.869+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for T: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.895+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ATO: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.919+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ADSK: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.941+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for ADP: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
[2026-06-11T20:42:27.962+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AZO: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3688
[2026-06-11T20:42:27.984+0000] {minio_fetching_data_hourly.py:96} WARNING - Could not check timestamp for AVB: Tz-aware datetime.datetime cannot be converted to datetime64 unless utc=True, at position 3693
